id;ship_name;loa;country_iso3;gear;type;imo;ircs;cfr;main_engine_power;auxiliary_engine_power;tonnage_gt;other_tonnage;fish_hold_volume;carrying_capacity;external_marking;start_date;end_date;status;source
SWE000008077;VICTORIA AV ̖CKER̖;28.2;DEU;OTB;;9212682;DFIN;SWE000008077;736;0;315;0;;;NC315;21/02/2008;28/04/2009;ACTIVE;EU REGISTER
SWE000008077;VICTORIA AV ̖CKER̖;28.2;DEU;OTB;;9212682;DFIN;SWE000008077;736;0;308;0;;;NC315;05/10/2007;20/02/2008;ACTIVE;EU REGISTER
SWE000008077;VICTORIA AV OECKEROE;28.2;DEU;OTB;;9212682;DMEJ;SWE000008077;736;0;308;0;;;NC315;26/08/2002;04/10/2007;ACTIVE;EU REGISTER
SWE000008077;VICTORIA AV �CKER�;28.2;SWE;OTB;;9212682;SKAO;SWE000008077;736;0;308;0;;;GG578;28/09/1999;25/08/2002;ACTIVE;EU REGISTER
SWE000008027;ARCADIA;37.24;SWE;OTM;;7340978;SJWA;SWE000008027;749;470;399;0;;;GE49;19/12/2018;;ACTIVE;EU REGISTER, GFW
SWE000008027;AMAZON;37.24;FIN;OTM;;7340978;OJNM;SWE000008027;1170;470;403;0;;;FIN-1106-T;15/04/2008;18/12/2018;ACTIVE;EU REGISTER, GFW
SWE000008027;VERONICA AV FOT�;37.24;SWE;PTM;;7340978;SJWA;SWE000008027;1170;470;403;0;;;GG812;16/12/2003;14/04/2008;ACTIVE;EU REGISTER
SWE000008027;VERONICA AV FOT�;37.24;SWE;OTM;;7340978;SJWA;SWE000008027;1170;470;403;0;;;GG812;26/10/1998;15/12/2003;ACTIVE;EU REGISTER
SWE000007968;CARMONA;27.38;IRL;OTM;;9170303;EI6206;SWE000007968;736;0;322;0;;;S383;12/05/2014;09/04/2024;MIGHT_BE_OUT_OF_SERVICE;EU REGISTER
SWE000007968;CARMONA;27.38;IRL;GND;;9170303;EI6206;SWE000007968;736;0;322;0;;;S383;24/05/2011;11/05/2014;ACTIVE;EU REGISTER
SWE000007968;CARMONA;27.38;IRL;PTM;;9170303;EI6206;SWE000007968;736;0;322;0;;;S383;06/05/2004;23/05/2011;ACTIVE;EU REGISTER
SWE000007968;CARMONA;27.38;IRL;OTB;;9170303;EI6206;SWE000007968;736;0;322;0;;;S383;22/03/2001;05/05/2004;ACTIVE;EU REGISTER
SWE000007968;CARMONA;27.35;SWE;OTB;;9170303;SIDE;SWE000007968;760;367.65;322;0;;;GG330;15/01/1999;21/03/2001;ACTIVE;EU REGISTER
SWE000007968;CARMONA;26.9;SWE;OTB;;9170303;SIDE;SWE000007968;760;367.65;306;0;;;GG330;19/12/1997;14/01/1999;ACTIVE;EU REGISTER
SWE000007893;ORKA W_A-139;40.27;POL;OTB;;7905211;SNLB;SWE000007893;740;387;468;0;;;W_A-139;17/12/2010;;ACTIVE;EU REGISTER
SWE000007893;CLIPPERTON;40.27;SWE;OTM;;7905211;SHMD;SWE000007893;850;386.03;468;0;;;GG438;05/03/2004;16/12/2010;ACTIVE;EU REGISTER
SWE000007893;CLIPPERTON;32.92;SWE;OTM;;7905211;SHMD;SWE000007893;850;386.03;351;0;;;GG438;01/05/2003;04/03/2004;ACTIVE;EU REGISTER
SWE000007893;CLIPPERTON;32.92;SWE;OTB;;7905211;SHMD;SWE000007893;850;386.03;351;0;;;GG438;09/01/2002;30/04/2003;ACTIVE;EU REGISTER
SWE000007893;CLIPPERTON;32.92;SWE;OTB;;7905211;SHMD;SWE000007893;850;386.03;350;0;;;GG438;26/02/1997;08/01/2002;ACTIVE;EU REGISTER
SWE000007312;OLYMPOS;37.74;FIN;OTM;;8719152;OI7939;SWE000007312;1175;500;427;0;;;FIN-175-T;15/01/2010;;ACTIVE;EU REGISTER
SWE000007312;OLYMPOS;37.74;FIN;OTM;;8719152;OI7939;SWE000007312;745;500;427;0;;;FIN-175-T;04/08/2004;14/01/2010;ACTIVE;EU REGISTER
SWE000007312;TRYGVASON;;NOR;;;8719152;;SWE000007312;;;;;;;;17/04/1998;03/08/2004;ACTIVE;IMO
SWE000007312;RIGEL;37.74;SWE;OTM;;8719152;SMUJ;SWE000007312;1014;250;427;0;;;GG892;01/01/1995;16/04/1998;ACTIVE;EU REGISTER
SWE000007230;MERCY;25.3;SWE;OTB;;;SMER;SWE000007230;405;29.41;88;0;;;GG370;27/02/2023;21/03/2023;MIGHT_BE_OUT_OF_SERVICE;EU REGISTER
SWE000007230;MERCY;25.3;SWE;OTM;;;SMER;SWE000007230;405;29.41;88;0;;;GG370;11/07/2019;26/02/2023;ACTIVE;EU REGISTER
SWE000007230;GERD;25.3;SWE;OTB;;;SMER;SWE000007230;405;29.41;88;0;;;SIN53;18/03/2014;18/03/2014;ACTIVE;EU REGISTER
SWE000007230;GERD;25.3;SWE;OTB;;;SMER;SWE000007230;316;29.41;88;0;;;SIN53;15/10/2013;25/02/2014;ACTIVE;EU REGISTER
SWE000007230;GERD;25.3;SWE;OTB;;;SMER;SWE000007230;315.44;29.41;88;0;;;SIN53;15/11/1996;11/08/2011;ACTIVE;EU REGISTER
SWE000007230;GERD;25.3;SWE;OTB;;;SMER;SWE000007230;315.44;29.41;159.85;76;;;SIN53;01/01/1995;14/11/1996;ACTIVE;EU REGISTER
SWE000007181;NEPTUN;48.85;DNK;OTB;;8516213;OZGR;SWE000007181;1500;0;747;0;;;AS202;26/04/2018;;ACTIVE;EU REGISTER
SWE000007181;NEPTUN;48.85;DNK;OTB;;8516213;OZGR;SWE000007181;1200;0;747;0;;;AS202;30/01/2014;25/04/2018;ACTIVE;EU REGISTER
SWE000007181;NIMBER;48.85;DNK;OTB;;8516213;OZGR;SWE000007181;1200;0;747;0;;;S202;15/07/2011;29/01/2014;ACTIVE;EU REGISTER
SWE000007181;NIMBER;40.41;DNK;OTB;;8516213;OZGR;SWE000007181;1200;0;535;0;;;S202;04/05/2011;14/07/2011;ACTIVE;EU REGISTER
SWE000007181;NIMBER;40.41;SWE;OTM;;8516213;SLUW;SWE000007181;1500;350;535;0;;;GG202;19/08/2008;13/04/2011;ACTIVE;EU REGISTER
SWE000007181;SKUDETRAL;;NOR;;;8516213;;SWE000007181;;;;;;;;01/01/2005;18/08/2008;ACTIVE;IMO
SWE000007181;TRAAL II;;NOR;;;8516213;;SWE000007181;;;;;;;;01/05/2003;31/12/2004;ACTIVE;IMO
SWE000007181;TRAAL;;NOR;;;8516213;;SWE000007181;;;;;;;;08/07/1998;30/04/2003;ACTIVE;IMO
SWE000007181;GINNETON;40.41;SWE;PS;;8516213;SLUW;SWE000007181;1499;294.12;535;0;;;GG203;12/02/1996;07/07/1998;ACTIVE;EU REGISTER
SWE000007181;GINNETON;40.41;SWE;PS;;8516213;SLUW;SWE000007181;1499;294.12;534;0;;;GG203;01/01/1995;11/02/1996;ACTIVE;EU REGISTER
SWE000007157;NAUTIC;26;SWE;OTB;;7400534;SLMB;SWE000007157;691;88.24;196;0;;;LL207;16/11/2017;;ACTIVE;EU REGISTER
SWE000007157;NAUTIC;26;SWE;OTB;;7400534;SLMB;SWE000007157;625;88.24;196;0;;;LL207;13/09/2007;15/11/2017;ACTIVE;EU REGISTER
SWE000007157;V�STERHAVET;26;SWE;OTB;;7400534;SLMB;SWE000007157;625;88.24;196;0;;;GG1308;01/01/1995;12/09/2007;ACTIVE;EU REGISTER
SWE000007126;SONNSK�R;33.77;FIN;OTM;;;OJKN;SWE000007126;730;340;385;0;;;FIN-13-V;01/01/2003;;ACTIVE;EU REGISTER
SWE000007126;VINGASK�R AV STYRS�;33.77;SWE;OTM;;;SLDV;SWE000007126;1110;250;385;0;;;GG500;03/01/2001;27/12/2002;ACTIVE;EU REGISTER
SWE000007126;VINGABORG;33.77;SWE;OTM;;;SLDV;SWE000007126;1110;250;385;0;;;GG569;05/11/1996;25/01/1999;ACTIVE;EU REGISTER
SWE000007126;VINGABORG;33.77;SWE;OTM;;;SLDV;SWE000007126;1110;250;386;0;;;GG569;16/10/1996;16/10/1996;ACTIVE;EU REGISTER
SWE000007126;VINGABORG;33.77;SWE;OTM;;;SLDV;SWE000007126;1110;250;386;0;;;GG483;08/10/1996;08/10/1996;ACTIVE;EU REGISTER
SWE000007125;DAN�;39.96;FIN;OTM;;8404769;OJOY;SWE000007125;1103;420;526;0;;;AAL-129;28/09/2020;;ACTIVE;EU REGISTER
SWE000007125;WIND�;39.96;FIN;OTM;;8404769;OJOY;SWE000007125;1103;420;526;0;;;FIN-1125-T;29/08/2011;27/09/2020;ACTIVE;EU REGISTER
SWE000007125;WIND�;39.96;FIN;OTM;;8404769;OJOY;SWE000007125;1103;420;526;0;;;FIN-151-K;26/08/2011;28/08/2011;ACTIVE;EU REGISTER
SWE000007125;DAN�;39.96;SWE;OTM;;8404769;SLDU;SWE000007125;1100;420;526;0;;;GG206;31/08/1999;25/08/2011;ACTIVE;EU REGISTER
SWE000007125;DAN�;34.27;SWE;OTM;;8404769;SLDU;SWE000007125;1100;420;410;0;;;GG206;05/09/1996;30/08/1999;ACTIVE;EU REGISTER
SWE000007125;DAN�;33.77;SWE;OTM;;8404769;SLDU;SWE000007125;1100;420;386;0;;;GG206;01/01/1995;04/09/1996;ACTIVE;EU REGISTER
SWE000007118;HUMBAK GDY-343;39.48;POL;OTM;;8404757;SNSA;SWE000007118;716;199;474;0;;;GDY-343;03/02/2020;;ACTIVE;EU REGISTER, GFW, IMO
SWE000007118;MOSTEIN;;NOR;;;8404757;;SWE000007118;;;;;;;;01/05/2002;02/02/2020;ACTIVE;
SWE000007118;CETUS;;NOR;;;8404757;;SWE000007118;;;;;;;;22/03/1996;30/04/2002;ACTIVE;EU REGISTER, GFW, IMO
SWE000007118;VINGABORG;33.77;SWE;OTM;;8404757;SLAC;SWE000007118;1183;161.76;384;0;;;GG569;01/01/1995;21/03/1996;ACTIVE;EU REGISTER, GFW, IMO
SWE000007104;BRAVIK;27.78;SWE;OTB;;8321527;SKWE;SWE000007104;810;117.65;225;0;;;GG201;01/07/2007;;ACTIVE;EU REGISTER
SWE000007104;BRAVIK;27.78;SWE;OTB;;8321527;SKWE;SWE000007104;685;117.65;225;0;;;GG201;01/01/1995;30/06/2007;ACTIVE;EU REGISTER
SWE000007095;NORDV�G;25.77;SWE;OTB;;8568709;SKRM;SWE000007095;588.24;22.06;124;0;;;VG40;21/10/2008;03/02/2024;MIGHT_BE_OUT_OF_SERVICE;EU REGISTER
SWE000007095;NORDV�G AV TR�SL�VSL�GE;25.77;SWE;OTB;;8568709;SKRM;SWE000007095;588.24;22.06;124;0;;;VG40;07/07/1999;20/10/2008;ACTIVE;EU REGISTER
SWE000007095;NORDV�G AV TR�SL�VSL�GE;25.77;SWE;OTB;;8568709;SKRM;SWE000007095;588.24;22.06;191.78;99;;;VG40;01/01/1995;06/07/1999;ACTIVE;EU REGISTER
SWE000007060;TUNAFJORD;25.91;SWE;OTB;;7400314;SKBH;SWE000007060;746;80;200;0;;;FG111;17/04/2020;;ACTIVE;EU REGISTER
SWE000007060;�LVSBORG;25.91;SWE;OTB;;7400314;SKBH;SWE000007060;746;80;200;0;;;GG150;19/09/2006;16/04/2020;ACTIVE;EU REGISTER, IMO
SWE000007060;TENFJORD;25.91;SWE;OTB;;7400314;SKBH;SWE000007060;746;80;200;0;;;GG150;23/01/2003;18/09/2006;ACTIVE;EU REGISTER
SWE000007060;TENFJORD;25.91;SWE;OTB;;7400314;SKBH;SWE000007060;415;80;200;0;;;GG150;01/01/1995;22/01/2003;ACTIVE;EU REGISTER
SWE000006912;ODESK�R;38.61;SWE;OTM;;6725004;SIDC;SWE000006912;736;294.12;307;0;;;GG850;04/06/2020;;CHECK_FOR_NEW_MMSI;EU REGISTER
SWE000006912;CARMONA;38.61;SWE;OTM;;6725004;SIDC;SWE000006912;736;294.12;307;0;;;;25/02/2020;03/06/2020;ACTIVE;EU REGISTER
SWE000006912;GLOMSK�R;38.61;SWE;OTM;;6725004;SIDC;SWE000006912;736;294.12;307;0;;;SM53;18/05/2018;24/02/2020;ACTIVE;EU REGISTER
SWE000006912;GLOMSK�R;38.61;SWE;OTB;;6725004;SIDC;SWE000006912;736;294.12;307;0;;;SM53;21/12/2015;17/05/2018;ACTIVE;EU REGISTER
SWE000006912;STJ�RNVIK;38.61;SWE;OTM;;6725004;SIDC;SWE000006912;736;294.12;307;0;;;VG95;29/01/2002;21/03/2014;ACTIVE;EU REGISTER
SWE000006912;STJ�RNVIK;38.61;SWE;OTM;;6725004;SIDC;SWE000006912;750;294.12;307;0;;;VG95;21/02/2001;28/01/2002;ACTIVE;EU REGISTER
SWE000006912;STJ�RNVIK;38.61;SWE;OTM;;6725004;SIDC;SWE000006912;735;294.12;307;0;;;VG95;03/10/1997;24/03/2000;ACTIVE;EU REGISTER
SWE000006912;STJ�RNVIK;33.61;SWE;OTM;;6725004;SIDC;SWE000006912;735;294.12;261;0;;;VG95;01/01/1995;01/01/1997;ACTIVE;EU REGISTER
SWE000006863;KALURI;33.6;EST;OTB;;6905264;ESJF;SWE000006863;736;365;199;0;;;EK-0802;04/06/2010;;ACTIVE;EU REGISTER, IMO
SWE000006863;KALURI;33.6;EST;OTB;;6905264;ESJF;SWE000006863;736;365;205;0;;;EK-0802;09/04/2008;03/06/2010;ACTIVE;EU REGISTER, IMO
SWE000006863;SILVERV�G;33.6;SWE;OTM;;6905264;SHRQ;SWE000006863;1014;191.18;205;0;;;GG784;28/01/2003;28/03/2008;ACTIVE;EU REGISTER, IMO
SWE000006863;SILVERV�G;33.6;SWE;OTM;;6905264;SHRQ;SWE000006863;1014;191.18;193;0;;;GG784;28/09/1998;01/01/2003;ACTIVE;EU REGISTER, IMO
SWE000006863;SILVERV�G;33.6;SWE;OTM;;6905264;SHRQ;SWE000006863;1058;191.18;333.06;166;;;GG784;10/10/1997;01/11/1997;ACTIVE;EU REGISTER, IMO
SWE000006863;VINGALAND;33.6;SWE;OTM;;6905264;SHRQ;SWE000006863;1058;191.18;333.06;166;;;GG490;01/01/1995;07/10/1997;ACTIVE;EU REGISTER, IMO
SWE000006791;WESTFJORD;39.82;FIN;OTM;;6721357;OJPJ;SWE000006791;1385;487;422;0;;;FIN-118-V;01/02/2012;;ACTIVE;EU REGISTER
SWE000006791;V�STFJORD;39.82;FIN;OTM;;6721357;OJPJ;SWE000006791;1385;487;422;0;;;FIN-1113-U;27/01/2012;31/01/2012;ACTIVE;EU REGISTER
SWE000006791;V�STFJORD;39.82;SWE;OTM;;6721357;XSGZEX;SWE000006791;1387;294.12;422;0;;;GG218;18/02/2002;18/01/2012;ACTIVE;EU REGISTER
SWE000006791;V�STFJORD;39.82;SWE;OTM;;6721357;XSGZEX;SWE000006791;1387;294.12;403;0;;;GG218;05/12/1996;17/02/2002;ACTIVE;EU REGISTER
SWE000006791;V�STFJORD;39.72;SWE;OTM;;6721357;XSGZEX;SWE000006791;880;294.12;369;0;;;GG218;01/01/1995;04/12/1996;ACTIVE;EU REGISTER
SWE000006742;SVANVIK;32.06;SWE;OTB;;5050397;SGNM;SWE000006742;705;140;221;0;;;GG578;18/06/2018;17/10/2024;MIGHT_BE_OUT_OF_SERVICE;EU REGISTER
SWE000006742;SVANVIK;32.06;SWE;OTB;;5050397;SGNM;SWE000006742;705;140;221;0;;;LL578;12/12/2007;25/08/2017;ACTIVE;EU REGISTER
SWE000006742;WESTLAND;32.06;SWE;OTB;;5050397;SGNM;SWE000006742;705;140;221;0;;;VG45;18/04/2007;11/12/2007;ACTIVE;EU REGISTER
SWE000006742;WESTLAND;32.06;SWE;OTM;;5050397;SGNM;SWE000006742;705;140;221;0;;;VG45;23/12/2005;17/04/2007;ACTIVE;EU REGISTER
SWE000006742;WESTLAND;32.06;SWE;OTM;;5050397;SGNM;SWE000006742;705;140;190;0;;;VG45;01/01/1995;22/12/2005;ACTIVE;EU REGISTER
SWE000006738;VINGASAND;;AZE;;;6721101;;SWE000006738;;;234;;;;;05/09/2023;;ACTIVE;IMO, GFW
SWE000006738;VINGASAND;33.85;SWE;OTM;;6721101;SGND;SWE000006738;1066;230;234;0;;;GG690;25/10/2005;04/09/2023;ACTIVE;EU REGISTER
SWE000006738;VINGASAND;33.85;SWE;OTM;;6721101;SGND;SWE000006738;1066;230;228;0;;;GG690;24/05/2005;24/10/2005;ACTIVE;EU REGISTER
SWE000006738;VINGASAND AV FISKEB�CK;33.85;SWE;OTM;;6721101;SGND;SWE000006738;1066;230;228;0;;;GG690;01/01/1995;23/05/2005;ACTIVE;EU REGISTER
SWE000006713;LAGUNA;;AZE;;;6709971;;SWE000006713;;;;;;;;27/09/2023;;ACTIVE;IMO, GFW
SWE000006713;LAGUNA;36.13;SWE;PTM;;6709971;SGIK;SWE000006713;660;110;284;0;;;SIN50;17/07/2017;26/09/2023;ACTIVE;EU REGISTER
SWE000006713;LAGUNA;36.13;SWE;OTB;;6709971;SGIK;SWE000006713;660;110;269;0;;;SIN50;04/10/1999;16/07/2017;ACTIVE;EU REGISTER
SWE000006713;LAGUNA;33.55;SWE;OTB;;6709971;SGIK;SWE000006713;660;110;250;0;;;SIN50;01/01/1995;03/10/1999;ACTIVE;EU REGISTER
SWE000006695;VESTLAND;35;SWE;OTB;;6909985;SGCF;SWE000006695;660;150;256;0;;;VY242;18/08/2009;;ACTIVE;EU REGISTER
SWE000006695;VESTLAND;35;SWE;OTM;;6909985;SGCF;SWE000006695;660;150;256;0;;;VY242;12/08/2009;12/08/2009;ACTIVE;EU REGISTER
SWE000006695;ZAIMA;35;SWE;OTM;;6909985;SGCF;SWE000006695;660;150;256;0;;;SIN272;31/12/1998;11/08/2009;ACTIVE;EU REGISTER
SWE000006695;ZAIMA;35;SWE;OTB;;6909985;SGCF;SWE000006695;660;150;256;0;;;SIN272;01/01/1995;01/01/1997;ACTIVE;EU REGISTER
SWE000000056;RUNAVIK;32.45;SWE;OTB;;7628643;SCHB;SWE000000056;596;147.06;273;0;;;GG44;01/01/1995;07/08/2023;MIGHT_BE_OUT_OF_SERVICE;EU REGISTER
SWE000000055;TOR-�N;34.98;SWE;OTM;;7638014;SCGX;SWE000000055;735;105;358;0;;;GG204;06/02/2023;;ACTIVE;EU REGISTER
SWE000000055;R�N;34.98;SWE;OTM;;7638014;SCGX;SWE000000055;735;105;358;0;;;GG683;14/10/2013;22/12/2022;ACTIVE;EU REGISTER
SWE000000055;R�N;35.35;SWE;OTM;;7638014;SCGX;SWE000000055;735;105;358;0;;;GG683;02/09/2013;13/09/2013;ACTIVE;EU REGISTER
SWE000000055;ODESK�R;35.35;SWE;OTM;;7638014;SCGX;SWE000000055;735;105;358;0;;;GG850;09/10/2008;01/09/2013;ACTIVE;EU REGISTER
SWE000000055;ODESK�R;35.35;SWE;OTB;;7638014;SCGX;SWE000000055;735;105;358;0;;;GG850;22/03/2001;08/10/2008;ACTIVE;EU REGISTER
SWE000000055;ODESK�R;35.35;SWE;OTB;;7638014;SCGX;SWE000000055;596;105;358;0;;;GG850;30/01/2001;14/02/2001;ACTIVE;EU REGISTER
SWE000000055;ODESK�R;32.45;SWE;OTB;;7638014;SCGX;SWE000000055;596;105;273;0;;;GG850;01/01/1995;27/04/2000;ACTIVE;EU REGISTER
SWE000000043;RANDI;31.8;EST;OTB;;8911437;ESLN;SWE000000043;642;186;324;0;;;EK-2002;27/11/2020;;ACTIVE;EU REGISTER
SWE000000043;RANDI;31.8;EST;OTB;;8911437;ESLN;SWE000000043;642;486;324;0;;;EK-2002;26/11/2020;26/11/2020;ACTIVE;EU REGISTER
SWE000000043;RANDI;31.74;FIN;OTM;;8911437;OH7873;SWE000000043;746;0;324;0;;;AAL-128;16/10/2018;28/09/2020;ACTIVE;EU REGISTER
SWE000000043;RANDI;31.74;SWE;OTB;;8911437;SBWN;SWE000000043;746;198.53;324;0;;;GG504;10/01/2017;17/09/2018;ACTIVE;EU REGISTER
SWE000000043;RANDI;31.74;SWE;OTB;;8911437;SBWN;SWE000000043;1000;198.53;324;0;;;GG504;29/09/2016;09/01/2017;ACTIVE;EU REGISTER
SWE000000043;RANDI;31.74;SWE;OTM;;8911437;SBWN;SWE000000043;1000;198.53;324;0;;;GG562;21/12/2011;28/09/2016;ACTIVE;EU REGISTER
SWE000000043;RANDI;31.74;SWE;OTM;;8911437;SBWN;SWE000000043;1000;198.53;324;0;;;VG562;27/02/2009;20/12/2011;ACTIVE;EU REGISTER
SWE000000043;RANDI;31.74;SWE;OTB;;8911437;SBWN;SWE000000043;1000;198.53;324;0;;;VG562;27/12/2006;26/02/2009;ACTIVE;EU REGISTER
SWE000000043;RANDI;31.74;SWE;OTB;;8911437;SBWN;SWE000000043;1000;198.53;324;0;;;GG562;28/04/2003;26/12/2006;ACTIVE;EU REGISTER
SWE000000043;RANDI;31.74;SWE;OTB;;8911437;SBWN;SWE000000043;710;198.53;324;0;;;GG562;14/10/1999;27/04/2003;ACTIVE;EU REGISTER
SWE000000043;RANDI;23.77;SWE;OTB;;8911437;SBWN;SWE000000043;710;198.53;211;0;;;GG562;28/12/1998;13/10/1999;ACTIVE;EU REGISTER
SWE000000043;RANDI;23.77;SWE;OTB;;8911437;SBWN;SWE000000043;1029.41;198.53;211;0;;;GG562;01/01/1995;27/12/1998;ACTIVE;EU REGISTER
GBR000C21269;GOOD HOPE;28.6;GBR;OTT;;9863534;MGIE6;GBR000C21269;749;0;398;0;;;LH357;01/01/2021;;ACTIVE;EU REGISTER, GFW
GBR000C21269;GOOD HOPE;28.6;GBR;OTB;;9863534;MGIE6;GBR000C21269;749;0;398;0;;;LH357;20/03/2020;31/12/2020;ACTIVE;EU REGISTER
GBR000C21269;GOOD HOPE;28.6;GBR;SDN;;9863534;MGIE6;GBR000C21269;749;0;777.19;0;;;LH357;07/01/2020;19/03/2020;ACTIVE;EU REGISTER
GBR000C21269;GOOD HOPE;28.6;GBR;OTB;;9863534;;GBR000C21269;749;0;777.19;0;;;LH357;10/12/2019;06/01/2020;ACTIVE;EU REGISTER
FRA000899950;GLENAN;84.1;FRA;PS;;9322669;FMHD;FRA000899950;4000;0;2319;0;;;FMHD;18/07/2008;21/01/2025;CHECK_FOR_NEW_MMSI;EU REGISTER
FRA000899950;GLENAN;84.1;FRA;PS;;9322669;FMHD;FRA000899950;4000;0;2500;0;;;FMHD;21/11/2005;17/07/2008;ACTIVE;EU REGISTER
ITA000025490;ANTONINO SIRRATO;29.26;ITA;OTB;;8649292;IZHM;ITA000025490;515.2;0;184;115;;;00MV00343M;20/03/2012;;ACTIVE;EU REGISTER
ITA000025490;ANTONINO SIRRATO;29.26;ITA;OTB;;8649292;IZHM;ITA000025490;305.44;0;184;115;;;00MV00343M;01/02/2002;19/03/2012;ACTIVE;EU REGISTER
ITA000025490;ANTONINO SIRRATO;29.26;ITA;OTB;;8649292;;ITA000025490;305.44;0;184;115;;;00MV00343M;28/12/2001;31/01/2002;ACTIVE;EU REGISTER
NLD200002594;KENNEDY;27.1;IRL;SX;;9250103;EIVS9;NLD200002594;367;0;200;0;;;WD135;2019-09-03;;ACTIVE;EU REGISTER
NLD200002594;CORNELIS TRIJNTJE;27.1;NLD;SPR;;9250103;PFAY;NLD200002594;367;66;200;0;;;UK-135;2003-01-01;2019-09-02;ACTIVE;EU REGISTER
NLD200002594;CORNELIS TRIJNTJE;27.1;NLD;PTB;;9250103;PFAY;NLD200002594;367;66;200;0;;;UK-135;2001-02-01;2002-12-31;ACTIVE;EU REGISTER
NLD200002594;CORNELIS TRIJNTJE;23.99;NLD;PTB;;9250103;PFAY;NLD200002594;367;66;215;0;;;UK-135;2000-06-30;2001-01-31;ACTIVE;EU REGISTER